date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:42	6082/6082	---M-Z	200	added ('OK')	text/css	etag:%2217c2-60861f514f634-gzip%22	https://www.tempooficial.com.br/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/themes/hello-elementor/style.min1102.css	(from https://www.tempooficial.com.br/)
19:51:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/themes/hello-elementor/theme.min.81102.delayed	(from https://www.tempooficial.com.br/)
19:51:44	13055/13055	---M-Z	200	added ('OK')	text/css	etag:%2232ff-60861f51505d4-gzip%22	https://www.tempooficial.com.br/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/themes/hello-elementor/theme.min1102.css	(from https://www.tempooficial.com.br/)
19:51:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/frontend-lite.min.af92b.delayed	(from https://www.tempooficial.com.br/)
19:51:47	111852/111852	---M-Z	200	added ('OK')	text/css	etag:%221b4ec-60863c1a0f55a-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/css/frontend-lite.minf92b.css	(from https://www.tempooficial.com.br/)
19:51:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-7.css?ver=1701115355	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-7.c6b11.delayed	(from https://www.tempooficial.com.br/)
19:51:49	8501/8501	---M-Z	200	added ('OK')	text/css	etag:%222135-60b27c880b941-gzip%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-7.css?ver=1701115355	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-76b11.css	(from https://www.tempooficial.com.br/)
19:51:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.ed618.delayed	(from https://www.tempooficial.com.br/)
19:51:53	19488/19488	---M-Z	200	added ('OK')	text/css	etag:%224c20-60863c1a3377f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://www.tempooficial.com.br/)
19:51:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.1094a4.delayed	(from https://www.tempooficial.com.br/)
19:51:54	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-60863c1a421e1-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.tempooficial.com.br/)
19:51:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.126b60.delayed	(from https://www.tempooficial.com.br/)
19:51:56	11339/11339	---M-Z	200	added ('OK')	text/css	etag:%222c4b-60863c3bb7ca0-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.16.2	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min6b60.css	(from https://www.tempooficial.com.br/)
19:51:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.14f92b.delayed	(from https://www.tempooficial.com.br/)
19:51:58	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minf92b.css	(from https://www.tempooficial.com.br/)
19:51:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.16f92b.delayed	(from https://www.tempooficial.com.br/)
19:51:59	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf92b.css	(from https://www.tempooficial.com.br/)
19:52:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/css/global.css?ver=1701115357	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/global.18718f.delayed	(from https://www.tempooficial.com.br/)
19:52:01	106271/106271	---M-Z	200	added ('OK')	text/css	etag:%2219f1f-60b27c89be26d-gzip%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/css/global.css?ver=1701115357	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/global718f.css	(from https://www.tempooficial.com.br/)
19:52:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-14.css?ver=1701116228	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-14.1a04be.delayed	(from https://www.tempooficial.com.br/)
19:52:03	29895/29895	---M-Z	200	added ('OK')	text/css	etag:%2274c7-60b27fc893c65-gzip%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-14.css?ver=1701116228	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-1404be.css	(from https://www.tempooficial.com.br/)
19:52:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-35.css?ver=1701115492	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-35.1cb759.delayed	(from https://www.tempooficial.com.br/)
19:52:05	13753/13753	---M-Z	200	added ('OK')	text/css	etag:%2235b9-60b27d0ac3be0-gzip%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-35.css?ver=1701115492	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-35b759.css	(from https://www.tempooficial.com.br/)
19:52:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.1e9086.delayed	(from https://www.tempooficial.com.br/)
19:52:07	25443/25443	---M-Z	200	added ('OK')	text/css	etag:%226363-60863d507c405-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min9086.css	(from https://www.tempooficial.com.br/)
19:52:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.201849.delayed	(from https://www.tempooficial.com.br/)
19:52:09	30999/30999	---M-Z	200	added ('OK')	text/css	etag:%227917-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://www.tempooficial.com.br/)
19:52:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-41.css?ver=1701116835	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-41.229398.delayed	(from https://www.tempooficial.com.br/)
19:52:11	12825/12825	---M-Z	200	added ('OK')	text/css	etag:%223219-60b2820b0cc4d-gzip%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/css/post-41.css?ver=1701116835	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/css/post-419398.css	(from https://www.tempooficial.com.br/)
19:52:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.2452d5.delayed	(from https://www.tempooficial.com.br/)
19:52:13	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.tempooficial.com.br/)
19:52:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.2652d5.delayed	(from https://www.tempooficial.com.br/)
19:52:15	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.tempooficial.com.br/)
19:52:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.2852d5.delayed	(from https://www.tempooficial.com.br/)
19:52:17	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-60863c1a3665f-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://www.tempooficial.com.br/)
19:52:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/jquery.min.2af43b.delayed	(from https://www.tempooficial.com.br/)
19:52:19	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-6099889702e4d-gzip%22	https://www.tempooficial.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.tempooficial.com.br/)
19:52:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/jquery-migrate.min.2c5589.delayed	(from https://www.tempooficial.com.br/)
19:52:23	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100-gzip%22	https://www.tempooficial.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.tempooficial.com.br/)
19:52:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=9.0.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.2e8257.delayed	(from https://www.tempooficial.com.br/)
19:52:24	11689/11689	---M-Z	200	added ('OK')	text/javascript	etag:%222da9-622a5755993e6-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=9.0.1	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min8257.js	(from https://www.tempooficial.com.br/)
19:52:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/cookie-notice/js/front.min.js?ver=2.4.18	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/cookie-notice/js/front.min.3002fa.delayed	(from https://www.tempooficial.com.br/)
19:52:26	8700/8700	---M-Z	200	added ('OK')	text/javascript	etag:%2221fc-622a57a2bd5e1-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/cookie-notice/js/front.min.js?ver=2.4.18	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/cookie-notice/js/front.min02fa.js	(from https://www.tempooficial.com.br/)
19:52:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.32f92b.delayed	(from https://www.tempooficial.com.br/)
19:52:28	15055/15055	---M-Z	200	added ('OK')	text/javascript	etag:%223acf-60863c1a39540-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.6	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minf92b.js	(from https://www.tempooficial.com.br/)
19:52:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-json/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/index.html	(from https://www.tempooficial.com.br/)
19:52:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-json/wp/v2/pages/14	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/wp/v2/pages/14.34.delayed	(from https://www.tempooficial.com.br/)
19:52:30	2433/2433	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2022%20Sep%202025%2022:52:30%20GMT	https://www.tempooficial.com.br/wp-json/wp/v2/pages/14	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/wp/v2/pages/14.35.delayed	(from https://www.tempooficial.com.br/)
19:52:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/xmlrpc.360db0.delayed	(from https://www.tempooficial.com.br/)
19:52:32	288/288	---M--	403	error ('Forbidden')	text/html	date:Mon,%2022%20Sep%202025%2022:52:32%20GMT	https://www.tempooficial.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/xmlrpc.370db0.delayed	(from https://www.tempooficial.com.br/)
19:52:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.tempooficial.com.br%2F	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/oembed/1.0/embed.388e9c.delayed	(from https://www.tempooficial.com.br/)
19:52:34	2433/2433	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2022%20Sep%202025%2022:52:34%20GMT	https://www.tempooficial.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.tempooficial.com.br%2F	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/oembed/1.0/embed.398e9c.delayed	(from https://www.tempooficial.com.br/)
19:52:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.tempooficial.com.br%2F&format=xml	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/oembed/1.0/embed.3a7a9a.delayed	(from https://www.tempooficial.com.br/)
19:52:36	2433/2433	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2022%20Sep%202025%2022:52:36%20GMT	https://www.tempooficial.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.tempooficial.com.br%2F&format=xml	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-json/oembed/1.0/embed.3b7a9a.delayed	(from https://www.tempooficial.com.br/)
19:52:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-150x150.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-150x150.3c.delayed	(from https://www.tempooficial.com.br/)
19:52:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/?wordfence_syncAttackData=1753764903.6117	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/index9205.html	(from https://www.tempooficial.com.br/)
19:52:39	5834/5834	---M--	200	added ('OK')	image/png	etag:%2216ca-60b27c7f735c9%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-150x150.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-150x150.png	(from https://www.tempooficial.com.br/)
19:52:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-300x300.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-300x300.3e.delayed	(from https://www.tempooficial.com.br/)
19:52:41	13675/13675	---M--	200	added ('OK')	image/png	etag:%22356b-60b27c7f689e9%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-300x300.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/ampulhata-fivecon-300x300.png	(from https://www.tempooficial.com.br/)
19:52:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Azul.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Azul.40.delayed	(from https://www.tempooficial.com.br/)
19:52:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.42.delayed	(from https://www.tempooficial.com.br/)
19:52:44	50316/50316	---M--	200	added ('OK')	image/png	etag:%22c48c-60ae676a8fd37%22	https://www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Azul.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/2023/10/Logo-Tempo-Azul.png	(from https://www.tempooficial.com.br/)
19:52:46	26596/26596	---M-Z	200	added ('OK')	text/css	etag:%2267e4-60863c3bc0941-gzip%22	https://www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://www.tempooficial.com.br/)
19:52:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-1-qfr40g36clej0x90ag9dj9a1nftdc708yxbh9pfy08.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-1-qfr40g36clej0x90ag9dj9a1nftdc708yxbh9pfy08.44.delayed	(from https://www.tempooficial.com.br/)
19:52:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/tempo/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/tempo/index.html	(from https://www.tempooficial.com.br/)
19:52:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/solucoes/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/solucoes/index.html	(from https://www.tempooficial.com.br/)
19:52:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/contato/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/contato/index.html	(from https://www.tempooficial.com.br/)
19:52:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/trabalhe-conosco/	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/trabalhe-conosco/index.html	(from https://www.tempooficial.com.br/)
19:52:49	18068/18068	---M--	200	added ('OK')	image/png	etag:%224694-60ac4012f9265%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-1-qfr40g36clej0x90ag9dj9a1nftdc708yxbh9pfy08.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-1-qfr40g36clej0x90ag9dj9a1nftdc708yxbh9pfy08.png	(from https://www.tempooficial.com.br/)
19:52:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-3-qfr40hyuq9h3o569zh2mo8syu7k3rl7pn6mg89d5ns.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-3-qfr40hyuq9h3o569zh2mo8syu7k3rl7pn6mg89d5ns.46.delayed	(from https://www.tempooficial.com.br/)
19:52:51	13746/13746	---M--	200	added ('OK')	image/png	etag:%2235b2-60ac40130da87%22	https://www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-3-qfr40hyuq9h3o569zh2mo8syu7k3rl7pn6mg89d5ns.png	C:/Meus%20Sites/Tempo/www.tempooficial.com.br/wp-content/uploads/elementor/thumbs/logomarcas-3-qfr40hyuq9h3o569zh2mo8syu7k3rl7pn6mg89d5ns.png	(from https://www.tempooficial.com.br/)
